Date ,Time,Calispell Cr Temp C),Smalle Cr Temp C),Winchester Cr Temp (C)
3/16/13,10:13:31 PM,2.24,2.37,2.5
3/16/13,10:43:31 AM,2.37,2.42,1.89
3/16/13,10:43:31 PM,2.21,2.26,2.45
3/16/13,11:13:31 AM,2.45,2.66,1.94
3/16/13,11:13:31 PM,2.18,2.18,2.42
3/16/13,11:43:31 AM,2.48,2.85,2.02
3/16/13,11:43:31 PM,2.18,2.13,2.37
3/16/13,12:13:31 AM,2.13,1.94,2.32
3/16/13,12:13:31 PM,2.56,3.06,2.07
3/16/13,12:43:31 AM,2.1,1.91,2.26
3/16/13,12:43:31 PM,2.66,3.27,2.18
3/16/13,2:13:31 AM,2.07,1.83,2.16
3/16/13,2:13:31 PM,2.9,4.38,2.48
3/16/13,2:43:31 AM,2.07,1.81,2.13
3/16/13,2:43:31 PM,2.88,4.61,2.58
3/16/13,3:13:31 AM,2.07,1.78,2.1
3/16/13,3:13:31 PM,2.77,4.58,2.66
3/16/13,3:43:31 AM,2.02,1.75,2.07
3/16/13,3:43:31 PM,2.66,4.43,2.74
3/16/13,4:13:31 AM,1.99,1.72,2.05
3/16/13,4:13:31 PM,2.61,4.3,2.82
3/16/13,4:43:31 AM,1.99,1.67,1.99
3/16/13,4:43:31 PM,2.58,4.14,2.88
3/16/13,5:13:31 AM,1.97,1.64,1.97
3/16/13,5:13:31 PM,2.53,3.93,2.93
3/16/13,5:43:31 AM,1.94,1.62,1.94
3/16/13,5:43:31 PM,2.5,3.75,2.93
3/16/13,6:13:31 AM,1.94,1.59,1.91
3/16/13,6:13:31 PM,2.45,3.51,2.93
3/16/13,6:43:31 AM,1.94,1.62,1.89
3/16/13,6:43:31 PM,2.4,3.25,2.88
3/16/13,7:13:31 AM,1.94,1.62,1.86
3/16/13,7:13:31 PM,2.37,3.01,2.85
3/16/13,7:43:31 AM,1.97,1.64,1.86
3/16/13,7:43:31 PM,2.32,2.82,2.8
3/16/13,8:13:31 AM,2.02,1.67,1.83
3/16/13,8:13:31 PM,2.29,2.66,2.72
3/16/13,8:43:31 AM,2.07,1.78,1.81
3/16/13,8:43:31 PM,2.32,2.56,2.66
3/16/13,9:13:31 AM,2.13,1.91,1.81
3/16/13,9:13:31 PM,2.32,2.5,2.61
3/16/13,9:43:31 AM,2.18,2.05,1.83
3/16/13,9:43:31 PM,2.29,2.42,2.56
3/17/09,1:11:23 AM,0.84,1.12,0.8
3/17/09,1:11:23 PM,1.8,2.48,0.68
3/17/09,10:11:23 AM,1.48,0.72,0.43
3/17/09,10:11:23 PM,1,2,1.21
3/17/09,11:11:23 AM,1.64,1.1,0.45
3/17/09,11:11:23 PM,0.84,1.76,1.16
3/17/09,12:11:23 AM,0.84,1.22,0.83
3/17/09,12:11:23 PM,1.96,1.68,0.55
3/17/09,2:11:23 AM,0.68,1.02,0.77
3/17/09,2:11:23 PM,2.12,2.75,0.81
3/17/09,3:11:23 AM,0.68,0.88,0.73
3/17/09,3:11:23 PM,1.96,3.16,0.95
3/17/09,4:11:23 AM,0.68,0.75,0.68
3/17/09,4:11:23 PM,1.8,3.53,1.06
3/17/09,5:11:23 AM,0.68,0.64,0.63
3/17/09,5:11:23 PM,1.64,3.73,1.18
3/17/09,6:11:23 AM,0.68,0.57,0.6
3/17/09,6:11:23 PM,1.32,3.54,1.25
3/17/09,7:11:23 AM,0.68,0.5,0.56
3/17/09,7:11:23 PM,1.16,3.14,1.21
3/17/09,8:11:23 AM,0.84,0.47,0.52
3/17/09,8:11:23 PM,1.16,2.72,1.19
3/17/09,9:11:23 AM,1.16,0.48,0.47
3/17/09,9:11:23 PM,1,2.34,1.23
3/17/10,1:01:00 AM,NA,NA,NA
3/17/10,1:01:00 PM,NA,NA,NA
3/17/10,10:01:00 AM,NA,NA,NA
3/17/10,10:01:00 PM,NA,NA,NA
3/17/10,11:01:00 AM,NA,NA,NA
3/17/10,11:01:00 PM,NA,NA,NA
3/17/10,12:01:00 AM,NA,NA,NA
3/17/10,12:01:00 PM,NA,NA,NA
3/17/10,2:01:00 AM,NA,NA,NA
3/17/10,2:01:00 PM,NA,NA,NA
3/17/10,3:01:00 AM,NA,NA,NA
3/17/10,3:01:00 PM,NA,NA,NA
3/17/10,4:01:00 AM,NA,NA,NA
3/17/10,4:01:00 PM,NA,NA,NA
3/17/10,5:01:00 AM,NA,NA,NA
3/17/10,5:01:00 PM,NA,NA,NA
3/17/10,6:01:00 AM,NA,NA,NA
3/17/10,6:01:00 PM,NA,NA,NA
3/17/10,7:01:00 AM,NA,NA,NA
3/17/10,7:01:00 PM,NA,NA,NA
3/17/10,8:01:00 AM,NA,NA,NA
3/17/10,8:01:00 PM,NA,NA,NA
3/17/10,9:01:00 AM,NA,NA,NA
3/17/10,9:01:00 PM,NA,NA,NA
3/17/11,1:01:00 AM,NA,1.24,1.47
3/17/11,1:01:00 PM,NA,3.47,2.11
3/17/11,10:01:00 AM,NA,2.36,1.32
3/17/11,10:01:00 PM,NA,1.56,1.79
3/17/11,11:01:00 AM,NA,2.99,1.63
3/17/11,11:01:00 PM,NA,1.56,1.79
3/17/11,12:01:00 AM,NA,1.24,1.63
3/17/11,12:01:00 PM,NA,3.31,1.95
3/17/11,2:01:00 AM,NA,1.09,1.47
3/17/11,2:01:00 PM,NA,3.47,2.43
3/17/11,3:01:00 AM,NA,1.09,1.47
3/17/11,3:01:00 PM,NA,2.99,2.58
3/17/11,4:01:00 AM,NA,1.09,1.32
3/17/11,4:01:00 PM,NA,2.67,2.58
3/17/11,5:01:00 AM,NA,0.93,1.32
3/17/11,5:01:00 PM,NA,2.19,2.58
3/17/11,6:01:00 AM,NA,0.93,1.16
3/17/11,6:01:00 PM,NA,1.88,2.58
3/17/11,7:01:00 AM,NA,0.93,1.16
3/17/11,7:01:00 PM,NA,1.72,2.27
3/17/11,8:01:00 AM,NA,1.24,0.99
3/17/11,8:01:00 PM,NA,1.56,2.11
3/17/11,9:01:00 AM,NA,1.72,1.16
3/17/11,9:01:00 PM,NA,1.56,1.95
3/17/12,1:26:15 AM,0.61,0.86,0.1
3/17/12,1:26:15 PM,1.09,1.97,0.58
3/17/12,1:56:15 AM,0.61,0.86,0.1
3/17/12,1:56:15 PM,1.09,2.13,0.74
3/17/12,10:26:15 AM,0.77,1.18,0.26
3/17/12,10:26:15 PM,0.61,1.18,0.26
3/17/12,10:56:15 AM,0.77,1.18,0.42
3/17/12,10:56:15 PM,0.61,1.02,0.26
3/17/12,11:26:15 AM,0.77,1.33,0.42
3/17/12,11:26:15 PM,0.61,1.02,0.26
3/17/12,11:56:15 AM,0.93,1.49,0.42
3/17/12,11:56:15 PM,0.61,1.02,0.26
3/17/12,12:26:15 AM,0.61,0.86,0.1
3/17/12,12:26:15 PM,0.93,1.66,0.42
3/17/12,12:56:15 AM,0.61,0.86,0.1
3/17/12,12:56:15 PM,1.09,1.81,0.58
3/17/12,2:26:15 AM,0.61,0.86,0.1
3/17/12,2:26:15 PM,1.09,2.29,0.74
3/17/12,2:56:15 AM,0.61,1.02,0.1
3/17/12,2:56:15 PM,1.09,2.29,0.74
3/17/12,3:26:15 AM,0.61,1.02,0.26
3/17/12,3:26:15 PM,1.25,2.44,0.74
3/17/12,3:56:15 AM,0.61,1.02,0.1
3/17/12,3:56:15 PM,1.25,2.44,0.74
3/17/12,4:26:15 AM,0.61,1.02,0.1
3/17/12,4:26:15 PM,1.09,2.29,0.74
3/17/12,4:56:15 AM,0.45,0.86,-0.05
3/17/12,4:56:15 PM,0.93,2.13,0.74
3/17/12,5:26:15 AM,0.45,0.69,-0.05
3/17/12,5:26:15 PM,0.93,2.13,0.74
3/17/12,5:56:15 AM,0.45,0.69,-0.05
3/17/12,5:56:15 PM,0.93,1.97,0.58
3/17/12,6:26:15 AM,0.61,0.69,-0.05
3/17/12,6:26:15 PM,0.93,1.81,0.58
3/17/12,6:56:15 AM,0.61,0.69,0.1
3/17/12,6:56:15 PM,0.77,1.81,0.58
3/17/12,7:26:15 AM,0.61,0.69,0.1
3/17/12,7:26:15 PM,0.77,1.66,0.58
3/17/12,7:56:15 AM,0.61,0.69,0.1
3/17/12,7:56:15 PM,0.77,1.49,0.42
3/17/12,8:26:15 AM,0.61,0.86,0.1
3/17/12,8:26:15 PM,0.77,1.49,0.42
3/17/12,8:56:15 AM,0.77,0.86,0.26
3/17/12,8:56:15 PM,0.77,1.33,0.42
3/17/12,9:26:15 AM,0.77,1.02,0.26
3/17/12,9:26:15 PM,0.61,1.18,0.42
3/17/12,9:56:15 AM,0.77,1.02,0.26
3/17/12,9:56:15 PM,0.61,1.18,0.42
3/17/13,1:13:31 AM,2.16,2.1,2.29
3/17/13,1:13:31 PM,2.64,4.17,2.26
3/17/13,1:43:31 AM,2.16,2.07,2.26
3/17/13,1:43:31 PM,2.61,3.96,2.34
3/17/13,10:13:31 AM,2.18,2.4,1.91
3/17/13,10:13:31 PM,2.24,1.91,2.24
3/17/13,10:43:31 AM,2.32,2.77,1.94
3/17/13,10:43:31 PM,2.21,1.86,2.18
3/17/13,11:13:31 AM,2.37,3.22,1.97
3/17/13,11:13:31 PM,2.18,1.81,2.13
3/17/13,11:43:31 AM,2.4,3.59,2.05
3/17/13,11:43:31 PM,2.16,1.72,2.1
3/17/13,12:13:31 AM,2.18,2.1,2.34
3/17/13,12:13:31 PM,2.53,3.78,2.13
3/17/13,12:43:31 AM,2.16,2.1,2.32
3/17/13,12:43:31 PM,2.64,4.14,2.18
3/17/13,2:13:31 AM,2.16,1.97,2.24
3/17/13,2:13:31 PM,2.48,3.8,2.4
3/17/13,2:43:31 AM,2.1,1.86,2.18
3/17/13,2:43:31 PM,2.58,3.78,2.42
3/17/13,3:13:31 AM,2.07,1.86,2.16
3/17/13,3:13:31 PM,2.66,3.8,2.48
3/17/13,3:43:31 AM,2.05,1.83,2.13
3/17/13,3:43:31 PM,2.72,3.78,2.5
3/17/13,4:13:31 AM,2.02,1.83,2.1
3/17/13,4:13:31 PM,2.61,3.72,2.5
3/17/13,4:43:31 AM,1.99,1.81,2.07
3/17/13,4:43:31 PM,2.56,3.67,2.53
3/17/13,5:13:31 AM,1.97,1.78,2.02
3/17/13,5:13:31 PM,2.53,3.51,2.56
3/17/13,5:43:31 AM,1.97,1.75,1.99
3/17/13,5:43:31 PM,2.5,3.3,2.56
3/17/13,6:13:31 AM,2.02,1.78,1.97
3/17/13,6:13:31 PM,2.48,3.09,2.58
3/17/13,6:43:31 AM,2.05,1.81,1.94
3/17/13,6:43:31 PM,2.45,2.9,2.58
3/17/13,7:13:31 AM,2.05,1.83,1.94
3/17/13,7:13:31 PM,2.4,2.66,2.56
3/17/13,7:43:31 AM,2.07,1.83,1.91
3/17/13,7:43:31 PM,2.34,2.5,2.53
3/17/13,8:13:31 AM,2.07,1.86,1.91
3/17/13,8:13:31 PM,2.32,2.34,2.48
3/17/13,8:43:31 AM,2.1,1.94,1.89
3/17/13,8:43:31 PM,2.29,2.18,2.42
3/17/13,9:13:31 AM,2.1,2.05,1.89
3/17/13,9:13:31 PM,2.29,2.07,2.34
3/17/13,9:43:31 AM,2.13,2.21,1.91
3/17/13,9:43:31 PM,2.24,1.99,2.29
3/18/09,1:11:23 AM,0.84,1.28,1.04
3/18/09,1:11:23 PM,5.28,2.95,0.87
3/18/09,10:11:23 AM,1.48,1.23,0.64
3/18/09,10:11:23 PM,1,2.39,1.46
3/18/09,11:11:23 AM,1.8,1.55,0.65
3/18/09,11:11:23 PM,1.16,2.08,1.42
3/18/09,12:11:23 AM,0.84,1.51,1.11
3/18/09,12:11:23 PM,4.33,1.99,0.73
3/18/09,2:11:23 AM,0.84,1.13,0.97
3/18/09,2:11:23 PM,6.06,3.46,1
3/18/09,3:11:23 AM,0.84,1,0.91
3/18/09,3:11:23 PM,4.65,3.77,1.07
3/18/09,4:11:23 AM,0.84,0.92,0.86
3/18/09,4:11:23 PM,2.59,3.81,1.22
3/18/09,5:11:23 AM,0.84,0.88,0.8
3/18/09,5:11:23 PM,2.12,3.8,1.43
3/18/09,6:11:23 AM,0.84,0.82,0.74
3/18/09,6:11:23 PM,1.8,3.71,1.53
3/18/09,7:11:23 AM,0.84,0.87,0.7
3/18/09,7:11:23 PM,1.48,3.47,1.58
3/18/09,8:11:23 AM,1,0.93,0.65
3/18/09,8:11:23 PM,1,3.13,1.54
3/18/09,9:11:23 AM,1.16,1.03,0.64
3/18/09,9:11:23 PM,0.84,2.78,1.51
3/18/10,1:01:00 AM,2.07,NA,NA
3/18/10,1:01:00 PM,3.33,NA,NA
3/18/10,10:01:00 AM,2.07,NA,NA
3/18/10,10:01:00 PM,2.07,NA,NA
3/18/10,11:01:00 AM,2.54,NA,NA
3/18/10,11:01:00 PM,2.07,NA,NA
3/18/10,12:01:00 AM,2.07,NA,NA
3/18/10,12:01:00 PM,3.18,NA,NA
3/18/10,2:01:00 AM,1.91,NA,NA
3/18/10,2:01:00 PM,3.33,NA,NA
3/18/10,3:01:00 AM,1.91,NA,NA
3/18/10,3:01:00 PM,3.33,NA,NA
3/18/10,4:01:00 AM,1.91,NA,NA
3/18/10,4:01:00 PM,3.18,NA,NA
3/18/10,5:01:00 AM,1.91,NA,NA
3/18/10,5:01:00 PM,2.86,NA,NA
3/18/10,6:01:00 AM,1.91,NA,NA
3/18/10,6:01:00 PM,2.71,NA,NA
3/18/10,7:01:00 AM,1.75,NA,NA
3/18/10,7:01:00 PM,2.54,NA,NA
3/18/10,8:01:00 AM,1.75,NA,NA
3/18/10,8:01:00 PM,2.39,NA,NA
3/18/10,9:01:00 AM,1.91,NA,NA
3/18/10,9:01:00 PM,2.23,NA,NA
3/18/11,1:01:00 AM,NA,1.41,1.63
3/18/11,1:01:00 PM,NA,3.78,2.74
3/18/11,10:01:00 AM,NA,2.67,1.95
3/18/11,10:01:00 PM,NA,2.04,2.43
3/18/11,11:01:00 AM,NA,3.15,2.11
3/18/11,11:01:00 PM,NA,1.88,2.43
3/18/11,12:01:00 AM,NA,1.41,1.79
3/18/11,12:01:00 PM,NA,3.78,2.43
3/18/11,2:01:00 AM,NA,1.41,1.63
3/18/11,2:01:00 PM,NA,3.62,3.06
3/18/11,3:01:00 AM,NA,1.56,1.63
3/18/11,3:01:00 PM,NA,3.47,3.22
3/18/11,4:01:00 AM,NA,1.56,1.63
3/18/11,4:01:00 PM,NA,3.15,3.22
3/18/11,5:01:00 AM,NA,1.56,1.63
3/18/11,5:01:00 PM,NA,2.83,3.06
3/18/11,6:01:00 AM,NA,1.56,1.63
3/18/11,6:01:00 PM,NA,2.52,3.06
3/18/11,7:01:00 AM,NA,1.72,1.63
3/18/11,7:01:00 PM,NA,2.19,2.9
3/18/11,8:01:00 AM,NA,1.88,1.79
3/18/11,8:01:00 PM,NA,2.19,2.74
3/18/11,9:01:00 AM,NA,2.19,1.79
3/18/11,9:01:00 PM,NA,2.04,2.58
3/18/12,1:26:15 AM,0.61,0.86,0.26
3/18/12,1:26:15 PM,1.09,2.13,1.07
3/18/12,1:56:15 AM,0.61,0.86,0.1
3/18/12,1:56:15 PM,1.25,2.29,1.07
3/18/12,10:26:15 AM,0.77,1.18,0.42
3/18/12,10:26:15 PM,0.77,1.33,0.58
3/18/12,10:56:15 AM,0.93,1.49,0.42
3/18/12,10:56:15 PM,0.77,1.33,0.58
3/18/12,11:26:15 AM,0.93,1.66,0.58
3/18/12,11:26:15 PM,0.77,1.18,0.42
3/18/12,11:56:15 AM,1.09,1.81,0.74
3/18/12,11:56:15 PM,0.77,1.18,0.42
3/18/12,12:26:15 AM,0.61,0.86,0.26
3/18/12,12:26:15 PM,1.09,1.97,0.74
3/18/12,12:56:15 AM,0.61,0.86,0.26
3/18/12,12:56:15 PM,1.09,1.97,0.91
3/18/12,2:26:15 AM,0.61,0.86,0.1
3/18/12,2:26:15 PM,1.25,2.44,1.07
3/18/12,2:56:15 AM,0.61,0.69,0.1
3/18/12,2:56:15 PM,1.09,2.44,1.07
3/18/12,3:26:15 AM,0.61,0.69,0.1
3/18/12,3:26:15 PM,1.09,2.61,1.22
3/18/12,3:56:15 AM,0.61,0.69,0.1
3/18/12,3:56:15 PM,1.25,2.61,1.22
3/18/12,4:26:15 AM,0.61,0.69,0.1
3/18/12,4:26:15 PM,1.25,2.76,1.07
3/18/12,4:56:15 AM,0.61,0.69,0.1
3/18/12,4:56:15 PM,1.09,2.61,1.07
3/18/12,5:26:15 AM,0.61,0.69,0.1
3/18/12,5:26:15 PM,1.09,2.44,1.07
3/18/12,5:56:15 AM,0.61,0.53,0.1
3/18/12,5:56:15 PM,0.93,2.44,0.91
3/18/12,6:26:15 AM,0.61,0.53,-0.05
3/18/12,6:26:15 PM,0.93,2.29,0.91
3/18/12,6:56:15 AM,0.61,0.53,-0.05
3/18/12,6:56:15 PM,0.93,2.13,0.91
3/18/12,7:26:15 AM,0.61,0.53,-0.05
3/18/12,7:26:15 PM,0.93,1.97,0.74
3/18/12,7:56:15 AM,0.61,0.53,-0.05
3/18/12,7:56:15 PM,0.77,1.81,0.74
3/18/12,8:26:15 AM,0.61,0.69,0.1
3/18/12,8:26:15 PM,0.77,1.66,0.74
3/18/12,8:56:15 AM,0.61,0.69,0.1
3/18/12,8:56:15 PM,0.77,1.66,0.58
3/18/12,9:26:15 AM,0.77,0.86,0.1
3/18/12,9:26:15 PM,0.77,1.49,0.58
3/18/12,9:56:15 AM,0.77,1.02,0.26
3/18/12,9:56:15 PM,0.77,1.49,0.58
3/18/13,1:13:31 AM,2.07,1.56,1.97
3/18/13,1:13:31 PM,2.66,2.9,1.83
3/18/13,1:43:31 AM,2.05,1.53,1.91
3/18/13,1:43:31 PM,2.85,3.17,1.97
3/18/13,10:13:31 AM,2.16,1.56,1.34
3/18/13,10:13:31 PM,2.16,1.53,2.1
3/18/13,10:43:31 AM,2.18,1.7,1.37
3/18/13,10:43:31 PM,2.13,1.45,2.05
3/18/13,11:13:31 AM,2.24,1.86,1.45
3/18/13,11:13:31 PM,2.1,1.4,1.99
3/18/13,11:43:31 AM,2.29,2.02,1.51
3/18/13,11:43:31 PM,2.07,1.37,1.94
3/18/13,12:13:31 AM,2.13,1.67,2.05
3/18/13,12:13:31 PM,2.37,2.34,1.59
3/18/13,12:43:31 AM,2.1,1.62,2.02
3/18/13,12:43:31 PM,2.45,2.77,1.72
3/18/13,2:13:31 AM,2.02,1.48,1.89
3/18/13,2:13:31 PM,2.96,3.43,2.07
3/18/13,2:43:31 AM,1.99,1.45,1.83
3/18/13,2:43:31 PM,2.98,3.59,2.16
3/18/13,3:13:31 AM,1.97,1.4,1.78
3/18/13,3:13:31 PM,2.9,3.41,2.24
3/18/13,3:43:31 AM,1.94,1.34,1.72
3/18/13,3:43:31 PM,2.64,2.8,2.29
3/18/13,4:13:31 AM,1.91,1.29,1.67
3/18/13,4:13:31 PM,2.56,2.77,2.34
3/18/13,4:43:31 AM,1.91,1.24,1.62
3/18/13,4:43:31 PM,2.53,2.69,2.4
3/18/13,5:13:31 AM,1.89,1.18,1.56
3/18/13,5:13:31 PM,2.53,2.61,2.48
3/18/13,5:43:31 AM,1.89,1.1,1.51
3/18/13,5:43:31 PM,2.53,2.56,2.5
3/18/13,6:13:31 AM,1.89,1.07,1.48
3/18/13,6:13:31 PM,2.48,2.48,2.5
3/18/13,6:43:31 AM,1.89,1.07,1.43
3/18/13,6:43:31 PM,2.42,2.32,2.45
3/18/13,7:13:31 AM,1.91,1.07,1.4
3/18/13,7:13:31 PM,2.37,2.16,2.42
3/18/13,7:43:31 AM,1.97,1.1,1.37
3/18/13,7:43:31 PM,2.34,2.02,2.4
3/18/13,8:13:31 AM,1.97,1.1,1.32
3/18/13,8:13:31 PM,2.32,1.89,2.34
3/18/13,8:43:31 AM,1.97,1.15,1.32
3/18/13,8:43:31 PM,2.26,1.78,2.29
3/18/13,9:13:31 AM,2.02,1.26,1.32
3/18/13,9:13:31 PM,2.24,1.67,2.24
3/18/13,9:43:31 AM,2.07,1.43,1.32
3/18/13,9:43:31 PM,2.18,1.59,2.18
3/19/09,1:11:23 AM,1,1.69,1.27
3/19/09,1:11:23 PM,4.81,2.85,1.08
3/19/09,10:11:23 AM,3.54,1.51,0.83
3/19/09,10:11:23 PM,2.91,2.67,1.49
3/19/09,11:11:23 AM,4.33,1.82,0.87
3/19/09,11:11:23 PM,2.91,2.47,1.47
3/19/09,12:11:23 AM,1.16,1.85,1.34
3/19/09,12:11:23 PM,4.49,2.37,0.96
3/19/09,2:11:23 AM,0.84,1.58,1.21
3/19/09,2:11:23 PM,4.97,3.3,1.2
3/19/09,3:11:23 AM,0.84,1.45,1.16
3/19/09,3:11:23 PM,4.49,3.47,1.33
3/19/09,4:11:23 AM,0.84,1.34,1.1
3/19/09,4:11:23 PM,4.65,3.61,1.39
3/19/09,5:11:23 AM,0.84,1.27,1.02
3/19/09,5:11:23 PM,4.02,3.58,1.45
3/19/09,6:11:23 AM,0.84,1.25,0.96
3/19/09,6:11:23 PM,3.71,3.67,1.54
3/19/09,7:11:23 AM,1.16,1.23,0.92
3/19/09,7:11:23 PM,3.23,3.51,1.56
3/19/09,8:11:23 AM,1.48,1.23,0.88
3/19/09,8:11:23 PM,3.07,3.22,1.57
3/19/09,9:11:23 AM,2.28,1.31,0.85
3/19/09,9:11:23 PM,3.07,2.92,1.5
3/19/10,1:01:00 AM,2.07,NA,NA
3/19/10,1:01:00 PM,3.33,NA,NA
3/19/10,10:01:00 AM,2.07,NA,NA
3/19/10,10:01:00 PM,2.23,NA,NA
3/19/10,11:01:00 AM,2.39,NA,NA
3/19/10,11:01:00 PM,2.23,NA,NA
3/19/10,12:01:00 AM,2.07,NA,NA
3/19/10,12:01:00 PM,2.86,NA,NA
3/19/10,2:01:00 AM,2.07,NA,NA
3/19/10,2:01:00 PM,3.65,NA,NA
3/19/10,3:01:00 AM,2.07,NA,NA
3/19/10,3:01:00 PM,3.65,NA,NA
3/19/10,4:01:00 AM,1.91,NA,NA
3/19/10,4:01:00 PM,3.49,NA,NA
3/19/10,5:01:00 AM,1.91,NA,NA
3/19/10,5:01:00 PM,3.02,NA,NA
3/19/10,6:01:00 AM,1.91,NA,NA
3/19/10,6:01:00 PM,2.86,NA,NA
3/19/10,7:01:00 AM,1.91,NA,NA
3/19/10,7:01:00 PM,2.54,NA,NA
3/19/10,8:01:00 AM,1.91,NA,NA
3/19/10,8:01:00 PM,2.54,NA,NA
3/19/10,9:01:00 AM,1.91,NA,NA
3/19/10,9:01:00 PM,2.39,NA,NA
3/19/11,1:01:00 AM,NA,1.88,2.11
3/19/11,1:01:00 PM,NA,3.15,2.58
3/19/11,10:01:00 AM,NA,2.19,2.11
3/19/11,10:01:00 PM,NA,1.56,2.11
3/19/11,11:01:00 AM,NA,2.67,2.27
3/19/11,11:01:00 PM,NA,1.41,1.95
3/19/11,12:01:00 AM,NA,1.88,2.27
3/19/11,12:01:00 PM,NA,2.67,2.43
3/19/11,2:01:00 AM,NA,1.88,2.11
3/19/11,2:01:00 PM,NA,3.31,2.74
3/19/11,3:01:00 AM,NA,1.88,2.11
3/19/11,3:01:00 PM,NA,3.31,2.9
3/19/11,4:01:00 AM,NA,1.88,2.11
3/19/11,4:01:00 PM,NA,3.31,2.9
3/19/11,5:01:00 AM,NA,1.88,2.11
3/19/11,5:01:00 PM,NA,2.83,2.9
3/19/11,6:01:00 AM,NA,1.88,2.11
3/19/11,6:01:00 PM,NA,2.52,2.9
3/19/11,7:01:00 AM,NA,1.88,2.11
3/19/11,7:01:00 PM,NA,2.04,2.74
3/19/11,8:01:00 AM,NA,1.72,1.95
3/19/11,8:01:00 PM,NA,1.88,2.58
3/19/11,9:01:00 AM,NA,1.88,1.95
3/19/11,9:01:00 PM,NA,1.72,2.43
3/19/12,1:26:15 AM,0.77,1.18,0.42
3/19/12,1:26:15 PM,1.41,3.39,1.38
3/19/12,1:56:15 AM,0.77,1.18,0.42
3/19/12,1:56:15 PM,1.41,3.71,1.54
3/19/12,10:26:15 AM,0.77,1.49,0.42
3/19/12,10:26:15 PM,0.61,1.18,1.07
3/19/12,10:56:15 AM,0.93,1.81,0.42
3/19/12,10:56:15 PM,0.61,1.02,0.91
3/19/12,11:26:15 AM,0.93,2.29,0.74
3/19/12,11:26:15 PM,0.61,0.86,0.91
3/19/12,11:56:15 AM,1.09,2.44,0.91
3/19/12,11:56:15 PM,0.61,0.86,0.74
3/19/12,12:26:15 AM,0.77,1.18,0.42
3/19/12,12:26:15 PM,1.25,2.76,1.07
3/19/12,12:56:15 AM,0.77,1.18,0.42
3/19/12,12:56:15 PM,1.41,3.23,1.22
3/19/12,2:26:15 AM,0.77,1.18,0.42
3/19/12,2:26:15 PM,1.57,3.71,1.71
3/19/12,2:56:15 AM,0.77,1.18,0.42
3/19/12,2:56:15 PM,1.41,3.39,1.86
3/19/12,3:26:15 AM,0.77,1.02,0.42
3/19/12,3:26:15 PM,1.25,3.23,1.71
3/19/12,3:56:15 AM,0.77,1.02,0.42
3/19/12,3:56:15 PM,1.25,3.08,1.86
3/19/12,4:26:15 AM,0.61,1.02,0.42
3/19/12,4:26:15 PM,1.25,3.08,1.86
3/19/12,4:56:15 AM,0.61,0.86,0.42
3/19/12,4:56:15 PM,1.09,2.92,1.86
3/19/12,5:26:15 AM,0.61,0.86,0.26
3/19/12,5:26:15 PM,1.09,2.76,1.86
3/19/12,5:56:15 AM,0.61,0.86,0.26
3/19/12,5:56:15 PM,1.09,2.61,1.86
3/19/12,6:26:15 AM,0.61,0.69,0.26
3/19/12,6:26:15 PM,0.93,2.29,1.86
3/19/12,6:56:15 AM,0.61,0.69,0.1
3/19/12,6:56:15 PM,0.93,2.13,1.86
3/19/12,7:26:15 AM,0.61,0.69,0.1
3/19/12,7:26:15 PM,0.93,1.97,1.71
3/19/12,7:56:15 AM,0.61,0.53,0.1
3/19/12,7:56:15 PM,0.77,1.81,1.71
3/19/12,8:26:15 AM,0.61,0.69,0.1
3/19/12,8:26:15 PM,0.77,1.66,1.38
3/19/12,8:56:15 AM,0.61,0.86,0.1
3/19/12,8:56:15 PM,0.77,1.49,1.38
3/19/12,9:26:15 AM,0.77,1.18,0.1
3/19/12,9:26:15 PM,0.77,1.33,1.22
3/19/12,9:56:15 AM,0.77,1.33,0.26
3/19/12,9:56:15 PM,0.61,1.18,1.07
3/19/13,1:13:31 AM,1.99,1.24,1.78
3/19/13,1:13:31 PM,2.69,3.04,1.48
3/19/13,1:43:31 AM,1.94,1.21,1.72
3/19/13,1:43:31 PM,2.77,3.33,1.62
3/19/13,10:13:31 AM,1.83,1.04,0.93
3/19/13,10:13:31 PM,2.4,2.05,2.21
3/19/13,10:43:31 AM,1.97,1.29,0.96
3/19/13,10:43:31 PM,2.4,2.02,2.18
3/19/13,11:13:31 AM,2.13,1.64,1.02
3/19/13,11:13:31 PM,2.4,1.99,2.16
3/19/13,11:43:31 AM,2.29,1.99,1.13
3/19/13,11:43:31 PM,2.4,1.99,2.13
3/19/13,12:13:31 AM,2.05,1.34,1.89
3/19/13,12:13:31 PM,2.42,2.34,1.21
3/19/13,12:43:31 AM,2.02,1.29,1.83
3/19/13,12:43:31 PM,2.56,2.69,1.34
3/19/13,2:13:31 AM,1.94,1.21,1.7
3/19/13,2:13:31 PM,2.82,3.49,1.75
3/19/13,2:43:31 AM,1.89,1.18,1.62
3/19/13,2:43:31 PM,2.88,3.62,1.89
3/19/13,3:13:31 AM,1.89,1.15,1.56
3/19/13,3:13:31 PM,2.93,3.72,1.99
3/19/13,3:43:31 AM,1.83,1.13,1.51
3/19/13,3:43:31 PM,2.96,3.85,2.1
3/19/13,4:13:31 AM,1.81,1.13,1.45
3/19/13,4:13:31 PM,2.88,3.85,2.18
3/19/13,4:43:31 AM,1.78,1.07,1.4
